tectonic_band_number,band_type,FWI stage,Stage description,true_top_depth_inside_silicon_micrometers,true_bottom_depth_inside_silicon_micrometers_exclusive,true_center_depth_inside_silicon_micrometers,true_thickness_micrometers,true_velocity_contrast_percent,true_band_speed_m_per_s,true_velocity_update_relative_to_silicon_m_per_s,reconstructed_mean_band_speed_m_per_s,reconstructed_median_band_speed_m_per_s,reconstructed_std_band_speed_m_per_s,reconstructed_mean_velocity_update_m_per_s,speed_error_reconstructed_minus_true_m_per_s,absolute_speed_error_m_per_s,speed_error_percent,speed_error_interpretation,velocity_update_error_m_per_s,velocity_update_recovery_percent,velocity_update_recovery_interpretation,MAE_inside_band_m_per_s,RMSE_inside_band_m_per_s,Bias_inside_band_m_per_s,Correlation_inside_band,detected_center_row_index,detected_center_depth_inside_silicon_micrometers,position_error_cells,position_error_micrometers,absolute_position_error_micrometers,position_error_interpretation,band_reconstruction_energy_expected_sign_m_per_s,background_artifact_energy_expected_sign_m_per_s,detection_efficiency_0_to_1,false_positive_ratio,wrong_sign_energy_inside_band_m_per_s,wrong_sign_ratio_inside_band,experiment_name,experiment_type,num_bands,geometry
7,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,175.00000000000003,185.00000000000003,177.5,10.0,5.0,8854.65,421.6499999999997,8689.161,8687.119,10.412643,256.1615,-165.48926,165.48926,-1.868953,Reconstruction is too slow compared with the true band speed.,-165.4885,60.752167,Moderate recovery of the true band velocity contrast.,165.4889,165.81616,-165.4889,,78.40133106731263,182.0066553365631,0.9013310673126256,4.506655336563128,4.506655336563128,Detected band center is deeper than the true band center.,256.1615,71.361786,0.7821169,0.2785812318325043,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
8,slow band,Stage 1,20 MHz low-frequency FWI reconstruction,200.0,210.0,202.50000000000003,10.0,-5.0,8011.349999999999,-421.65000000000055,8364.731,8362.064,15.820415,-68.268364,353.38135,353.38135,4.4110084,Reconstruction is too fast compared with the true band speed.,353.38162,16.190765,Weak recovery of the true band velocity contrast.,353.38153,353.7355,353.38153,,82.54484132981875,202.72420664909376,0.0448413298187517,0.2242066490937589,0.2242066490937589,Detected band center is deeper than the true band center.,68.268364,32.537422,0.67722666,0.4766105413436889,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
8,slow band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,200.0,210.0,202.50000000000003,10.0,-5.0,8011.349999999999,-421.65000000000055,8178.5405,8176.3857,16.980434,-254.45966,167.19043,167.19043,2.0869195,Reconstruction is too fast compared with the true band speed.,167.19034,60.34855,Moderate recovery of the true band velocity contrast.,167.19026,168.05035,167.19026,,83.34771655691077,206.73858278455387,0.8477165569107683,4.2385827845538415,4.2385827845538415,Detected band center is deeper than the true band center.,254.45966,72.04244,0.77935076,0.2831193208694458,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
9,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,225.00000000000003,235.00000000000003,227.50000000000003,10.0,6.0,8938.98,505.9799999999995,8491.496,8492.616,16.391628,58.49676,-447.48438,447.48438,-5.005989,Reconstruction is too slow compared with the true band speed.,-447.48325,11.561082,Weak recovery of the true band velocity contrast.,447.4837,447.78384,-447.4837,,87.22839550294896,226.1419775147448,-0.2716044970510438,-1.3580224852552194,1.3580224852552194,Detected band center is shallower than the true band center.,58.64475,13.997639,0.80730754,0.2386852800846099,0.14798807,0.0025234667118638,10 ideal bands,resolution_limit,10,ideal_horizontal
9,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,225.00000000000003,235.00000000000003,227.50000000000003,10.0,6.0,8938.98,505.9799999999995,8739.478,8739.355,13.560912,306.47772,-199.50293,199.50293,-2.2318308,Reconstruction is too slow compared with the true band speed.,-199.50229,60.57111,Moderate recovery of the true band velocity contrast.,199.50275,199.96309,-199.50275,,85.99456464318348,219.97282321591743,-1.5054353568165195,-7.5271767840826,7.5271767840826,Detected band center is shallower than the true band center.,306.47772,69.34914,0.8154759,0.2262779027223587,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
10,slow band,Stage 1,20 MHz low-frequency FWI reconstruction,250.0,260.00000000000006,252.5,10.0,-6.0,7927.02,-505.9800000000005,8347.78,8336.662,23.479465,-85.21929,420.76025,420.76025,5.3079243,Reconstruction is too fast compared with the true band speed.,420.7607,16.842422,Weak recovery of the true band velocity contrast.,420.7607,421.4153,420.7607,,94.63336114308036,263.16680571540184,2.1333611430803643,10.666805715401823,10.666805715401823,Detected band center is deeper than the true band center.,85.21929,31.859383,0.72788054,0.3738517761230469,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
10,slow band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,250.0,260.00000000000006,252.5,10.0,-6.0,7927.02,-505.9800000000005,8120.139,8119.879,13.492106,-312.86108,193.11914,193.11914,2.4362135,Reconstruction is too fast compared with the true band speed.,193.11893,61.8327,Moderate recovery of the true band velocity contrast.,193.1189,193.58961,193.1189,,91.94242505217566,249.71212526087837,-0.5575749478243353,-2.7878747391216767,2.7878747391216767,Detected band center is shallower than the true band center.,312.86108,69.70639,0.8177932,0.2228030115365982,0.0,0.0,10 ideal bands,resolution_limit,10,ideal_horizontal
1,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,50.0,75.0,62.578125000000014,25.260416666666668,5.0,8854.65,421.6499999999997,8702.509,8709.64,38.256664,269.50897,-152.1416,152.1416,-1.7182113,Reconstruction is too slow compared with the true band speed.,-152.14102,63.917698,Moderate recovery of the true band velocity contrast.,152.14143,156.87761,-152.14143,,54.640951586445006,63.20475793222504,0.1253265864450057,0.6266329322250286,0.6266329322250286,Detected band center is deeper than the true band center.,269.50897,114.60087,0.7016456,0.42522097,0.0,0.0,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
1,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,50.0,75.0,62.578125000000014,25.260416666666668,5.0,8854.65,421.6499999999997,8822.709,8842.723,63.27381,389.7089,-31.941406,31.941406,-0.3607303,Reconstruction is too slow compared with the true band speed.,-31.941101,92.424736,Good recovery of the true band velocity contrast.,47.178688,70.87901,-31.941505,,55.16814417247603,65.84072086238017,0.6525191724760333,3.262595862380167,3.262595862380167,Detected band center is deeper than the true band center.,389.7089,104.6794,0.7882648,0.2686092,0.0,0.0,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
2,slow band,Stage 1,20 MHz low-frequency FWI reconstruction,125.0,145.0,134.53125000000003,21.25,-3.0,8180.01,-252.98999999999975,8318.984,8320.999,70.55796,-114.016,138.97461,138.97461,1.6989541,Reconstruction is too fast compared with the true band speed.,138.974,45.06739,Weak recovery of the true band velocity contrast.,138.97423,155.85976,138.97423,,68.80731320980702,134.03656604903512,-0.0989367901929796,-0.4946839509648982,0.4946839509648982,Detected band center is shallower than the true band center.,114.95781,28.409222,0.8018427,0.24712737,0.9418192,0.008192738,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
2,slow band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,125.0,145.0,134.53125000000003,21.25,-3.0,8180.01,-252.98999999999975,8234.795,8229.057,73.49388,-198.20483,54.785156,54.785156,0.6697444,Reconstruction is too fast compared with the true band speed.,54.78517,78.34493,Moderate recovery of the true band velocity contrast.,70.626045,91.66674,54.78541,,69.18884696430742,135.9442348215371,0.282596964307416,1.41298482153708,1.41298482153708,Detected band center is deeper than the true band center.,198.48476,19.652395,0.9099081,0.099012114,0.279915,0.0014102594,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
3,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,200.0,230.0,214.14062500000003,29.635416666666668,8.0,9107.64,674.6400000000012,8805.904,8815.921,45.853832,372.90524,-301.73535,301.73535,-3.3129919,Reconstruction is too slow compared with the true band speed.,-301.73477,55.2747,Moderate recovery of the true band velocity contrast.,301.7344,305.19867,-301.7344,,84.74815690671153,213.74078453355767,-0.0799680932884712,-0.3998404664423561,0.3998404664423561,Detected band center is shallower than the true band center.,372.90524,97.98883,0.791909,0.2627714,0.0,0.0,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
3,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,200.0,230.0,214.14062500000003,29.635416666666668,8.0,9107.64,674.6400000000012,8922.733,8949.867,81.113144,489.73358,-184.90625,184.90625,-2.0302324,Reconstruction is too slow compared with the true band speed.,-184.90643,72.59184,Moderate recovery of the true band velocity contrast.,184.90607,201.91484,-184.90607,,84.93127744902043,214.65638724510217,0.1031524490204276,0.5157622451021382,0.5157622451021382,Detected band center is deeper than the true band center.,489.73358,85.806175,0.85091186,0.17520991,0.0,0.0,3 irregular tectonic bands,realistic_tectonic,3,irregular_tectonic
